Local time,Open,High,Low,Close,Volume
11.07.2018 06:00:00.000 GMT-0700,1.17517,1.17580,1.17439,1.17464,16881.4004
11.07.2018 07:00:00.000 GMT-0700,1.17465,1.17497,1.17181,1.17217,19405.8008
11.07.2018 08:00:00.000 GMT-0700,1.17217,1.17279,1.17101,1.17223,17125.5801
11.07.2018 09:00:00.000 GMT-0700,1.17222,1.17270,1.16970,1.16995,13786.2197
11.07.2018 10:00:00.000 GMT-0700,1.16994,1.16997,1.16675,1.16736,15948.8604
11.07.2018 11:00:00.000 GMT-0700,1.16734,1.16828,1.16653,1.16741,14914.0195
11.07.2018 12:00:00.000 GMT-0700,1.16739,1.16778,1.16681,1.16693,11804.6396
11.07.2018 13:00:00.000 GMT-0700,1.16696,1.16764,1.16696,1.16726,4983.5498
11.07.2018 14:00:00.000 GMT-0700,1.16728,1.16777,1.16710,1.16740,5404.23
11.07.2018 15:00:00.000 GMT-0700,1.16740,1.16766,1.16726,1.16757,4764.9102
11.07.2018 16:00:00.000 GMT-0700,1.16757,1.16778,1.16720,1.16749,4210.0298
11.07.2018 17:00:00.000 GMT-0700,1.16749,1.16784,1.16700,1.16725,7265.4502
11.07.2018 18:00:00.000 GMT-0700,1.16725,1.16800,1.16720,1.16745,7871.6802
11.07.2018 19:00:00.000 GMT-0700,1.16746,1.16795,1.16719,1.16724,6218.4399
11.07.2018 20:00:00.000 GMT-0700,1.16723,1.16772,1.16709,1.16762,5932.9102
11.07.2018 21:00:00.000 GMT-0700,1.16762,1.16835,1.16755,1.16825,5509.8198
11.07.2018 22:00:00.000 GMT-0700,1.16824,1.16861,1.16777,1.16783,8042.25
11.07.2018 23:00:00.000 GMT-0700,1.16784,1.16866,1.16714,1.16847,11604.3096
12.07.2018 00:00:00.000 GMT-0700,1.16847,1.16929,1.16736,1.16846,16168.9502
12.07.2018 01:00:00.000 GMT-0700,1.16849,1.16924,1.16725,1.16743,12524.6797
12.07.2018 02:00:00.000 GMT-0700,1.16743,1.16833,1.16691,1.16771,13286.2197
12.07.2018 03:00:00.000 GMT-0700,1.16770,1.16808,1.16605,1.16611,13305.25
12.07.2018 04:00:00.000 GMT-0700,1.16610,1.16639,1.16497,1.16528,13014.46
12.07.2018 05:00:00.000 GMT-0700,1.16530,1.16879,1.16530,1.16714,17108.25
12.07.2018 06:00:00.000 GMT-0700,1.16716,1.16810,1.16667,1.16728,16489.1895
12.07.2018 07:00:00.000 GMT-0700,1.16729,1.16856,1.16689,1.16837,17356.5801
12.07.2018 08:00:00.000 GMT-0700,1.16841,1.16955,1.16781,1.16905,14169.7197
12.07.2018 09:00:00.000 GMT-0700,1.16906,1.16926,1.16810,1.16821,11703.5996
12.07.2018 10:00:00.000 GMT-0700,1.16821,1.16868,1.16697,1.16761,10833.8398
12.07.2018 11:00:00.000 GMT-0700,1.16761,1.16777,1.16692,1.16704,12172.1396
12.07.2018 12:00:00.000 GMT-0700,1.16701,1.16756,1.16663,1.16740,7565.3398
12.07.2018 13:00:00.000 GMT-0700,1.16740,1.16745,1.16691,1.16707,4419.6001
12.07.2018 14:00:00.000 GMT-0700,1.16705,1.16712,1.16660,1.16689,3340.71
12.07.2018 15:00:00.000 GMT-0700,1.16688,1.16688,1.16550,1.16637,3887.6299
12.07.2018 16:00:00.000 GMT-0700,1.16634,1.16644,1.16585,1.16638,5463.6299
12.07.2018 17:00:00.000 GMT-0700,1.16637,1.16695,1.16608,1.16668,7186.1299
12.07.2018 18:00:00.000 GMT-0700,1.16670,1.16749,1.16641,1.16688,7429.96
12.07.2018 19:00:00.000 GMT-0700,1.16688,1.16739,1.16659,1.16695,5393.8398
12.07.2018 20:00:00.000 GMT-0700,1.16694,1.16694,1.16605,1.16614,6106.1001
12.07.2018 21:00:00.000 GMT-0700,1.16615,1.16658,1.16569,1.16570,4761.3398
12.07.2018 22:00:00.000 GMT-0700,1.16571,1.16635,1.16546,1.16635,6062.0801
12.07.2018 23:00:00.000 GMT-0700,1.16635,1.16635,1.16423,1.16456,11263.4004
13.07.2018 00:00:00.000 GMT-0700,1.16456,1.16499,1.16249,1.16307,18946.8691
13.07.2018 01:00:00.000 GMT-0700,1.16307,1.16362,1.16129,1.16269,15312.7803
13.07.2018 02:00:00.000 GMT-0700,1.16269,1.16376,1.16160,1.16349,13775.0801
13.07.2018 03:00:00.000 GMT-0700,1.16351,1.16375,1.16211,1.16241,13753.8398
13.07.2018 04:00:00.000 GMT-0700,1.16241,1.16343,1.16186,1.16261,13828.7998
13.07.2018 05:00:00.000 GMT-0700,1.16263,1.16468,1.16251,1.16449,16766.8594
13.07.2018 06:00:00.000 GMT-0700,1.16449,1.16482,1.16374,1.16414,16831.7891
13.07.2018 07:00:00.000 GMT-0700,1.16411,1.16690,1.16397,1.16667,16160.0801
13.07.2018 08:00:00.000 GMT-0700,1.16665,1.16727,1.16589,1.16665,15879.3096
13.07.2018 09:00:00.000 GMT-0700,1.16665,1.16776,1.16653,1.16733,10647.7695
13.07.2018 10:00:00.000 GMT-0700,1.16733,1.16755,1.16660,1.16755,9190.4004
13.07.2018 11:00:00.000 GMT-0700,1.16756,1.16828,1.16739,1.16767,7812.77
13.07.2018 12:00:00.000 GMT-0700,1.16768,1.16838,1.16757,1.16810,7784
13.07.2018 13:00:00.000 GMT-0700,1.16812,1.16868,1.16809,1.16843,4402.7002
13.07.2018 14:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 15:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 16:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 17:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 18:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 19:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 20:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 21:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 22:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
13.07.2018 23:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 00:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 01:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 02:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 03:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 04:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 05:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 06:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 07:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 08:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 09:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 10:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 11:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 12:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 13:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 14:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 15:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 16:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 17:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 18:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 19:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 20:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 21:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 22:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
14.07.2018 23:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 00:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 01:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 02:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 03:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 04:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 05:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 06:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 07:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 08:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 09:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 10:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 11:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 12:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 13:00:00.000 GMT-0700,1.16843,1.16843,1.16843,1.16843,0
15.07.2018 14:00:00.000 GMT-0700,1.16896,1.16912,1.16815,1.16852,2151.6001
15.07.2018 15:00:00.000 GMT-0700,1.16854,1.16854,1.16787,1.16829,3379.49
15.07.2018 16:00:00.000 GMT-0700,1.16829,1.16837,1.16770,1.16783,3455.6499
15.07.2018 17:00:00.000 GMT-0700,1.16783,1.16849,1.16756,1.16839,5697.9302
15.07.2018 18:00:00.000 GMT-0700,1.16839,1.16888,1.16797,1.16848,7693.5801
15.07.2018 19:00:00.000 GMT-0700,1.16849,1.16872,1.16797,1.16821,7605.3301
15.07.2018 20:00:00.000 GMT-0700,1.16820,1.16878,1.16799,1.16834,5761.46
15.07.2018 21:00:00.000 GMT-0700,1.16834,1.16875,1.16825,1.16860,3340.6499
15.07.2018 22:00:00.000 GMT-0700,1.16860,1.17070,1.16860,1.17023,7237.1201
15.07.2018 23:00:00.000 GMT-0700,1.17023,1.17065,1.16948,1.16976,14806.6699
16.07.2018 00:00:00.000 GMT-0700,1.16977,1.17056,1.16851,1.16913,16262.6602
16.07.2018 01:00:00.000 GMT-0700,1.16912,1.17020,1.16875,1.16964,14905.5703
16.07.2018 02:00:00.000 GMT-0700,1.16964,1.17097,1.16936,1.17054,15585.6602
16.07.2018 03:00:00.000 GMT-0700,1.17054,1.17172,1.17039,1.17158,12978.3896
16.07.2018 04:00:00.000 GMT-0700,1.17158,1.17253,1.17142,1.17157,14443.6504
16.07.2018 05:00:00.000 GMT-0700,1.17162,1.17224,1.17079,1.17100,12984.9199
16.07.2018 06:00:00.000 GMT-0700,1.17101,1.17179,1.17034,1.17179,14859.6504
16.07.2018 07:00:00.000 GMT-0700,1.17180,1.17238,1.17043,1.17085,18055.3809
16.07.2018 08:00:00.000 GMT-0700,1.17085,1.17137,1.17020,1.17112,14793.29
16.07.2018 09:00:00.000 GMT-0700,1.17113,1.17128,1.16944,1.17057,10492.21
16.07.2018 10:00:00.000 GMT-0700,1.17059,1.17165,1.17056,1.17102,8333.6602
16.07.2018 11:00:00.000 GMT-0700,1.17101,1.17182,1.17101,1.17138,7435.52
16.07.2018 12:00:00.000 GMT-0700,1.17139,1.17163,1.17096,1.17105,6948.8799
16.07.2018 13:00:00.000 GMT-0700,1.17105,1.17160,1.17095,1.17109,3737.6599
16.07.2018 14:00:00.000 GMT-0700,1.17108,1.17152,1.17093,1.17098,3371.77
16.07.2018 15:00:00.000 GMT-0700,1.17098,1.17119,1.17082,1.17101,3633.3301
16.07.2018 16:00:00.000 GMT-0700,1.17101,1.17109,1.17054,1.17090,3106.3101
16.07.2018 17:00:00.000 GMT-0700,1.17090,1.17141,1.17055,1.17072,6241.5098
16.07.2018 18:00:00.000 GMT-0700,1.17073,1.17085,1.17013,1.17056,8878.4004
16.07.2018 19:00:00.000 GMT-0700,1.17055,1.17095,1.17028,1.17064,6789
16.07.2018 20:00:00.000 GMT-0700,1.17065,1.17208,1.17057,1.17195,8534.1602
16.07.2018 21:00:00.000 GMT-0700,1.17195,1.17211,1.17149,1.17183,6279.6401
16.07.2018 22:00:00.000 GMT-0700,1.17184,1.17189,1.17129,1.17129,6583.1001
16.07.2018 23:00:00.000 GMT-0700,1.17129,1.17352,1.17103,1.17338,16157.7598
17.07.2018 00:00:00.000 GMT-0700,1.17337,1.17374,1.17252,1.17280,15555.0098
17.07.2018 01:00:00.000 GMT-0700,1.17280,1.17428,1.17262,1.17413,14753.7695
17.07.2018 02:00:00.000 GMT-0700,1.17414,1.17446,1.17290,1.17297,13910.2002
17.07.2018 03:00:00.000 GMT-0700,1.17298,1.17314,1.17168,1.17173,13826.1201
17.07.2018 04:00:00.000 GMT-0700,1.17173,1.17222,1.17026,1.17052,14617.71
17.07.2018 05:00:00.000 GMT-0700,1.17051,1.17093,1.16911,1.16972,16388.2402
17.07.2018 06:00:00.000 GMT-0700,1.16972,1.17012,1.16842,1.16858,17036.4102
17.07.2018 07:00:00.000 GMT-0700,1.16858,1.17038,1.16804,1.16822,21286.8496
17.07.2018 08:00:00.000 GMT-0700,1.16825,1.16928,1.16619,1.16619,15137.3203
17.07.2018 09:00:00.000 GMT-0700,1.16621,1.16670,1.16530,1.16537,14881.9297
17.07.2018 10:00:00.000 GMT-0700,1.16537,1.16688,1.16496,1.16647,13909.2197
17.07.2018 11:00:00.000 GMT-0700,1.16646,1.16646,1.16532,1.16633,10961.3096
17.07.2018 12:00:00.000 GMT-0700,1.16633,1.16645,1.16599,1.16640,8391.04
17.07.2018 13:00:00.000 GMT-0700,1.16640,1.16654,1.16601,1.16607,4546.2998
17.07.2018 14:00:00.000 GMT-0700,1.16608,1.16617,1.16565,1.16584,3445.5901
17.07.2018 15:00:00.000 GMT-0700,1.16583,1.16609,1.16565,1.16578,2901.9099
17.07.2018 16:00:00.000 GMT-0700,1.16579,1.16579,1.16484,1.16530,5349.2002
17.07.2018 17:00:00.000 GMT-0700,1.16536,1.16595,1.16525,1.16581,7456.4399
17.07.2018 18:00:00.000 GMT-0700,1.16581,1.16648,1.16544,1.16564,7091.3999
17.07.2018 19:00:00.000 GMT-0700,1.16566,1.16621,1.16544,1.16550,8039.4302
17.07.2018 20:00:00.000 GMT-0700,1.16550,1.16564,1.16515,1.16515,7300.6499
17.07.2018 21:00:00.000 GMT-0700,1.16517,1.16518,1.16409,1.16413,6937.9302
17.07.2018 22:00:00.000 GMT-0700,1.16415,1.16452,1.16318,1.16349,9756.4502
17.07.2018 23:00:00.000 GMT-0700,1.16352,1.16380,1.16251,1.16319,15778.3301
18.07.2018 00:00:00.000 GMT-0700,1.16318,1.16414,1.16191,1.16237,15367.1602
18.07.2018 01:00:00.000 GMT-0700,1.16237,1.16257,1.16070,1.16218,15945.1504
18.07.2018 02:00:00.000 GMT-0700,1.16218,1.16297,1.16154,1.16250,14539.5996
18.07.2018 03:00:00.000 GMT-0700,1.16249,1.16329,1.16155,1.16216,12708.5303
18.07.2018 04:00:00.000 GMT-0700,1.16219,1.16243,1.16048,1.16076,15841.1602
18.07.2018 05:00:00.000 GMT-0700,1.16086,1.16278,1.16019,1.16228,17432.8496
18.07.2018 06:00:00.000 GMT-0700,1.16231,1.16395,1.16218,1.16354,17849.8496
18.07.2018 07:00:00.000 GMT-0700,1.16353,1.16498,1.16336,1.16426,17916.7891
18.07.2018 08:00:00.000 GMT-0700,1.16427,1.16501,1.16363,1.16446,14473.1396
18.07.2018 09:00:00.000 GMT-0700,1.16447,1.16622,1.16446,1.16526,12615.8203
18.07.2018 10:00:00.000 GMT-0700,1.16526,1.16571,1.16491,1.16497,7766.5698
18.07.2018 11:00:00.000 GMT-0700,1.16498,1.16505,1.16440,1.16471,7958.4302
18.07.2018 12:00:00.000 GMT-0700,1.16474,1.16481,1.16375,1.16424,8513.5996
18.07.2018 13:00:00.000 GMT-0700,1.16423,1.16441,1.16376,1.16381,4706.1201
18.07.2018 14:00:00.000 GMT-0700,1.16381,1.16446,1.16366,1.16438,5498.4902
18.07.2018 15:00:00.000 GMT-0700,1.16439,1.16450,1.16408,1.16434,3444.3899
18.07.2018 16:00:00.000 GMT-0700,1.16434,1.16454,1.16411,1.16449,3090.1499
18.07.2018 17:00:00.000 GMT-0700,1.16449,1.16542,1.16441,1.16532,8517.8604
18.07.2018 18:00:00.000 GMT-0700,1.16531,1.16565,1.16411,1.16490,11014.5703
18.07.2018 19:00:00.000 GMT-0700,1.16491,1.16505,1.16399,1.16465,7720.2402
18.07.2018 20:00:00.000 GMT-0700,1.16465,1.16549,1.16425,1.16517,7376.6201
18.07.2018 21:00:00.000 GMT-0700,1.16517,1.16536,1.16464,1.16476,6633.02
18.07.2018 22:00:00.000 GMT-0700,1.16476,1.16497,1.16400,1.16409,8565.79
18.07.2018 23:00:00.000 GMT-0700,1.16409,1.16443,1.16195,1.16242,20786.5
19.07.2018 00:00:00.000 GMT-0700,1.16243,1.16272,1.16059,1.16078,19560.0898
19.07.2018 01:00:00.000 GMT-0700,1.16077,1.16184,1.16036,1.16126,20008.8398
19.07.2018 02:00:00.000 GMT-0700,1.16129,1.16154,1.15950,1.16061,17065.8301
19.07.2018 03:00:00.000 GMT-0700,1.16060,1.16139,1.15952,1.15954,16199.9404
19.07.2018 04:00:00.000 GMT-0700,1.15957,1.16007,1.15859,1.16006,16834.2598
19.07.2018 05:00:00.000 GMT-0700,1.16005,1.16006,1.15748,1.15862,17538
19.07.2018 06:00:00.000 GMT-0700,1.15862,1.16091,1.15848,1.15965,16892.6191
19.07.2018 07:00:00.000 GMT-0700,1.15965,1.16216,1.15960,1.16135,21561.4609
19.07.2018 08:00:00.000 GMT-0700,1.16135,1.16137,1.15961,1.16032,16019.2402
19.07.2018 09:00:00.000 GMT-0700,1.16034,1.16101,1.16021,1.16071,11406.5596
19.07.2018 10:00:00.000 GMT-0700,1.16071,1.16785,1.16058,1.16541,23155.9395
19.07.2018 11:00:00.000 GMT-0700,1.16543,1.16646,1.16442,1.16457,17134.1094
19.07.2018 12:00:00.000 GMT-0700,1.16452,1.16470,1.16362,1.16363,10300.0703
19.07.2018 13:00:00.000 GMT-0700,1.16363,1.16481,1.16319,1.16412,4856.7798
19.07.2018 14:00:00.000 GMT-0700,1.16407,1.16469,1.16401,1.16447,4709.23
19.07.2018 15:00:00.000 GMT-0700,1.16448,1.16483,1.16434,1.16451,4852.9102
19.07.2018 16:00:00.000 GMT-0700,1.16451,1.16560,1.16426,1.16544,4330.79
19.07.2018 17:00:00.000 GMT-0700,1.16547,1.16565,1.16479,1.16542,9378.2197
19.07.2018 18:00:00.000 GMT-0700,1.16544,1.16597,1.16262,1.16353,14751.04
19.07.2018 19:00:00.000 GMT-0700,1.16352,1.16526,1.16321,1.16478,12902.9004
19.07.2018 20:00:00.000 GMT-0700,1.16478,1.16548,1.16449,1.16503,11127.4805
19.07.2018 21:00:00.000 GMT-0700,1.16502,1.16649,1.16484,1.16640,8235.2998
19.07.2018 22:00:00.000 GMT-0700,1.16639,1.16711,1.16593,1.16648,11084.1299
19.07.2018 23:00:00.000 GMT-0700,1.16648,1.16736,1.16456,1.16548,17541.2793
20.07.2018 00:00:00.000 GMT-0700,1.16547,1.16572,1.16332,1.16408,17321.1992
20.07.2018 01:00:00.000 GMT-0700,1.16408,1.16538,1.16378,1.16410,15408.4297
20.07.2018 02:00:00.000 GMT-0700,1.16414,1.16598,1.16402,1.16556,16113.21
20.07.2018 03:00:00.000 GMT-0700,1.16557,1.16571,1.16413,1.16502,20866.9609
20.07.2018 04:00:00.000 GMT-0700,1.16501,1.16650,1.16470,1.16628,15046.5801
20.07.2018 05:00:00.000 GMT-0700,1.16629,1.17149,1.16610,1.17125,23931.9004
20.07.2018 06:00:00.000 GMT-0700,1.17124,1.17230,1.17021,1.17159,26506.3008
20.07.2018 07:00:00.000 GMT-0700,1.17148,1.17218,1.17037,1.17070,20397.2207
20.07.2018 08:00:00.000 GMT-0700,1.17072,1.17135,1.17029,1.17084,17478.2207
20.07.2018 09:00:00.000 GMT-0700,1.17083,1.17115,1.17012,1.17092,10920.2803
20.07.2018 10:00:00.000 GMT-0700,1.17095,1.17236,1.17073,1.17192,10188.2695
20.07.2018 11:00:00.000 GMT-0700,1.17192,1.17387,1.17189,1.17251,12347.6299
20.07.2018 12:00:00.000 GMT-0700,1.17250,1.17301,1.17202,1.17261,10548.1797
20.07.2018 13:00:00.000 GMT-0700,1.17261,1.17286,1.17175,1.17196,4219.9302
20.07.2018 14:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 15:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 16:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 17:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 18:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 19:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 20:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 21:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 22:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
20.07.2018 23:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 00:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 01:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 02:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 03:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 04:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 05:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 06:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 07:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 08:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 09:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 10:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 11:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 12:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 13:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 14:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 15:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 16:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 17:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 18:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 19:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 20:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 21:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 22:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
21.07.2018 23:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 00:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 01:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 02:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 03:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 04:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 05:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 06:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 07:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 08:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 09:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 10:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 11:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 12:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 13:00:00.000 GMT-0700,1.17196,1.17196,1.17196,1.17196,0
22.07.2018 14:00:00.000 GMT-0700,1.17252,1.17283,1.17233,1.17240,2375.1101
22.07.2018 15:00:00.000 GMT-0700,1.17241,1.17344,1.17235,1.17335,3881.3101
22.07.2018 16:00:00.000 GMT-0700,1.17337,1.17453,1.17330,1.17403,7144.8101
22.07.2018 17:00:00.000 GMT-0700,1.17404,1.17466,1.17346,1.17439,9109.3799
22.07.2018 18:00:00.000 GMT-0700,1.17440,1.17497,1.17342,1.17406,10443.8096
22.07.2018 19:00:00.000 GMT-0700,1.17407,1.17432,1.17331,1.17340,7587.52
22.07.2018 20:00:00.000 GMT-0700,1.17340,1.17422,1.17328,1.17406,6386.6699
22.07.2018 21:00:00.000 GMT-0700,1.17407,1.17422,1.17321,1.17332,5381.1602
22.07.2018 22:00:00.000 GMT-0700,1.17332,1.17383,1.17220,1.17231,9523.6201
22.07.2018 23:00:00.000 GMT-0700,1.17234,1.17320,1.17165,1.17180,14590.1299
23.07.2018 00:00:00.000 GMT-0700,1.17180,1.17427,1.17143,1.17320,16605.9004
23.07.2018 01:00:00.000 GMT-0700,1.17321,1.17342,1.17045,1.17062,13112.4805
23.07.2018 02:00:00.000 GMT-0700,1.17062,1.17075,1.16865,1.16961,13258.0303
23.07.2018 03:00:00.000 GMT-0700,1.16961,1.17145,1.16950,1.17136,10771.4199
23.07.2018 04:00:00.000 GMT-0700,1.17136,1.17199,1.17129,1.17153,11061.8301
23.07.2018 05:00:00.000 GMT-0700,1.17149,1.17275,1.17120,1.17180,13705
23.07.2018 06:00:00.000 GMT-0700,1.17180,1.17225,1.16996,1.17022,19951.9492
23.07.2018 07:00:00.000 GMT-0700,1.17021,1.17129,1.17012,1.17037,16910.8906
23.07.2018 08:00:00.000 GMT-0700,1.17041,1.17091,1.16935,1.17020,15726.8203
23.07.2018 09:00:00.000 GMT-0700,1.17020,1.17042,1.16912,1.16993,10984.7305
23.07.2018 10:00:00.000 GMT-0700,1.16994,1.17074,1.16836,1.16908,10270.3096
23.07.2018 11:00:00.000 GMT-0700,1.16908,1.16938,1.16843,1.16895,7952.1299
23.07.2018 12:00:00.000 GMT-0700,1.16892,1.16966,1.16860,1.16935,7555.8301
23.07.2018 13:00:00.000 GMT-0700,1.16935,1.16966,1.16901,1.16915,4651.8398
23.07.2018 14:00:00.000 GMT-0700,1.16914,1.16925,1.16861,1.16885,5569.9502
23.07.2018 15:00:00.000 GMT-0700,1.16884,1.16951,1.16884,1.16914,2375.1799
23.07.2018 16:00:00.000 GMT-0700,1.16913,1.16936,1.16864,1.16934,4203.9199
23.07.2018 17:00:00.000 GMT-0700,1.16934,1.16950,1.16890,1.16923,8131.9702
